#GENE_COLUMN=gene_symbol
#DEFAULT_TAG_HEADER=drug_name
#FILE_DESCRIPTION=DrugBank interactions
#UPLOADER=default
#ORGANISM=Human
#GENE_ID_TYPE=GENE NAME(HUGO)
#DEFAULT_GENES=EGFR C1QB P09871
interaction_count	drug_id	drug_name	drug_synonyms	drug_cas_number	drug_brands	drug_type	drug_groups	drug_categories	partner_id	known_action?	target_actions	gene_symbol	uniprot_id	entrez_id	ensembl_id
4509	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	423	yes	potentiator	GABRA2	P47869	2555	ENSG00000151834
4510	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	580	yes	potentiator	GABRA3	P34903	2556	ENSG00000011677
4511	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	530	yes	potentiator	GABRA4	P48169	2557	ENSG00000109158
4512	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	523	yes	potentiator	GABRA5	P31644	2558	ENSG00000186297
4513	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	841	yes	potentiator	GABRA6	Q16445	2559	ENSG00000145863
4514	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	947	unknown	antagonist	CHRNA4	P43681	1137	ENSG00000101204
4515	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	4095	unknown	antagonist	CHRNA7	P36544	1139	ENSG00000175344
4516	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	921	unknown	antagonist	GRIA2	P42262	2891	ENSG00000120251
4517	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	918	unknown	antagonist	GRIK2	Q13002	2898	ENSG00000164418
4518	DB01174	Phenobarbital	Fenobarbital, Phenobarbitol, Phenobarbitone, Phenobarbituric Acid, Phenylethylbarbiturate, Phenylethylbarbituric Acid, Phenylethylmalonylurea	50-06-6	Adonal, Aephenal, Agrypnal, Amylofene, Aphenylbarbit, Aphenyletten, Barbenyl, Barbinal, Barbiphen, Barbiphenyl, Barbipil, Barbita, Barbivis, Barbonal, Barbophen, Bardorm, Bartol, Bialminal, Blu-Phen, Cabronal, Calmetten, Calminal, Cardenal, Chinoin, Codibarbita, Coronaletta, Cratecil, Damoral, Dezibarbitur, Dormina, Dormiral, Dormital, Doscalun, Duneryl, Ensobarb, Ensodorm, Epanal, Epidorm, Epilol, Episedal, Epsylone, Eskabarb, Etilfen, Euneryl, Fenbital, Fenemal, Fenosed, Fenylettae, Gardenal, Gardepanyl, Glysoletten, Haplopan, Haplos, Helional, Hennoletten, Henotal, Hypnaletten, Hypnette, Hypno-Tablinetten, Hypnogen, Hypnolone, Hypnoltol, Hysteps, Lefebar, Leonal, Lephebar, Lepinal, Lepinaletten, Linasen, Liquital, Lixophen, Lubergal, Lubrokal, Lumen, Lumesettes, Lumesyn, Luminal, Lumofridetten, Luphenil, Luramin, Molinal, Neurobarb, Nirvonal, Noptil, Nova-Pheno, Nunol, Parkotal, Pharmetten, Phen-Bar, Phenaemal, Phenemal, Phenemalum, Phenobal, Phenobarbyl, Phenoluric, Phenolurio, Phenomet, Phenonyl, Phenoturic, Phenyletten, Phenyral, Phob, Polcominal, Promptonal, Seda-Tablinen, Sedabar, Sedicat, Sedizorin, Sedlyn, Sedofen, Sedonal, Sedonettes, Sevenal, Sinoratox, Solfoton, Solfoton Talpheno, Solu-Barb, Sombutol, Somnolens, Somnoletten, Somnosan, Somonal, Spasepilin, Starifen, Starilettae, Stental, Stental Extentabs, Talpheno, Teolaxin, Teoloxin, Thenobarbital, Theoloxin, Triabarb, Tridezibarbitur, Triphenatol, Versomnal, Zadoletten, Zadonal	small molecule	approved	Hypnotics and Sedatives, Anticonvulsants, GABA Modulators, Excitatory Amino Acid Antagonists	705	unknown	antagonist	GRIA1	P42261	2890	ENSG00000155511
4519	DB01175	Escitalopram	Escitalopram Oxalate	128196-01-0	Cipralex, Lexapro	small molecule	approved	Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	824	yes	inhibitor	SLC6A4	P31645	6532	ENSG00000108576
4520	DB01175	Escitalopram	Escitalopram Oxalate	128196-01-0	Cipralex, Lexapro	small molecule	approved	Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	713	unknown	inhibitor	SLC6A3	Q01959	6531	ENSG00000142319
4521	DB01175	Escitalopram	Escitalopram Oxalate	128196-01-0	Cipralex, Lexapro	small molecule	approved	Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	540	unknown	inhibitor	SLC6A2	P23975	6530	ENSG00000103546
4522	DB01175	Escitalopram	Escitalopram Oxalate	128196-01-0	Cipralex, Lexapro	small molecule	approved	Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	556	unknown	antagonist	ADRA1A	P35348	148	ENSG00000120907
4523	DB01175	Escitalopram	Escitalopram Oxalate	128196-01-0	Cipralex, Lexapro	small molecule	approved	Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	103	unknown	antagonist	CHRM1	P11229	1128	ENSG00000168539
4524	DB01175	Escitalopram	Escitalopram Oxalate	128196-01-0	Cipralex, Lexapro	small molecule	approved	Serotonin Uptake Inhibitors, Antidepressive Agents, Second-Generation	492	unknown	antagonist	HRH1	P35367	3269	ENSG00000196639
4525	DB01176	Cyclizine	Ciclizina [INN-Spanish], Cyclizine Chloride, Cyclizine Hydrochloride, Cyclizinum [INN-Latin]	82-92-8	Emoquil, Marazine, Marezine, Marezine Hydrochloride, Marzine, Nautazine, Ne-Devomit, Neo-Devomit, Reis-Fit, Valoid, Wellcome	small molecule	approved	Antiemetics, Histamine H1 Antagonists, Piperazine Derivatives	492	yes	antagonist	HRH1	P35367	3269	ENSG00000196639
4526	DB01176	Cyclizine	Ciclizina [INN-Spanish], Cyclizine Chloride, Cyclizine Hydrochloride, Cyclizinum [INN-Latin]	82-92-8	Emoquil, Marazine, Marezine, Marezine Hydrochloride, Marzine, Nautazine, Ne-Devomit, Neo-Devomit, Reis-Fit, Valoid, Wellcome	small molecule	approved	Antiemetics, Histamine H1 Antagonists, Piperazine Derivatives	1275	unknown	inhibitor	SULT1E1	P49888	6783	ENSG00000109193
4527	DB01177	Idarubicin	Idarubicin Hcl, Idarubicin Hydrochloride, Idarubicina [INN-Spanish], Idarubicine [INN-French], Idarubicinum [INN-Latin]	58957-92-9	Idamycin, Idamycin PFS, Idarubicin Aglycone, Idarubicin HCl PFS	small molecule	approved	Antineoplastic Agents, Antibiotics, Antibiotics, Antineoplastic	874	yes	intercalation	N/A	N/A	N/A	N/A
4528	DB01177	Idarubicin	Idarubicin Hcl, Idarubicin Hydrochloride, Idarubicina [INN-Spanish], Idarubicine [INN-French], Idarubicinum [INN-Latin]	58957-92-9	Idamycin, Idamycin PFS, Idarubicin Aglycone, Idarubicin HCl PFS	small molecule	approved	Antineoplastic Agents, Antibiotics, Antibiotics, Antineoplastic	817	yes	inhibitor	TOP2A	P11388	7153	ENSG00000131747
4529	DB01178	Chlormezanone	Chlormethazanone, Chlormethazone, Chlormezanon, Chlormezanone [BAN:INN:JAN], Chlormezanonum [INN-Latin], Clormetazanone, Clormetazon, Clormezanona [INN-Spanish], Clormezanone [DCIT], Dichloromethazanone, Dichloromezanone, dl-Chlormezanone	80-77-3	Alinam, Banabil-sintyal, Banabin, Banabin-Sintyal, Banabin-syntyal, Bisina, Chlomedinon, Clorilax, Lobak, Mio-Sed, Miorilax, Muskel, Muskel-Trancopal, Myolespen, Phenarol, Rexan, Rilansyl, Rilaquil, Rilasol, Rilassol, Rilax, Rillasol, Supotran, Suprotan, Tanafol, Trancopal, Trancote, Tranrilax, Transanate	small molecule	approved, withdrawn	Anti-anxiety Agents, Benzodiazepines, Antipsychotics, Muscle Relaxants, Central	811	yes	agonist	TSPO	P30536	706	ENSG00000100300
